episode,reward
80,0.226500004529953
160,0.04906250163912773
240,-0.1393750011920929
320,-0.08518750220537186
400,-0.06881249696016312
480,-0.05312500149011612
560,-0.05525000020861626
640,0.04268750175833702
720,0.16875000298023224
800,0.14637500047683716
880,0.2769375145435333
960,0.19568750262260437
1040,0.21562500298023224
1120,0.27293750643730164
1200,0.273375004529953
1280,0.3323749899864197
1360,0.3857499957084656
1440,0.34206250309944153
1520,0.34299999475479126
1600,0.34593749046325684
1680,0.33799999952316284
1760,0.26106250286102295
1840,0.2971250116825104
1920,0.41362500190734863
2000,0.23331250250339508
2080,0.3402499854564667
2160,0.3528749942779541
2240,0.132874995470047
2320,0.30031248927116394
2400,0.2133750021457672
2480,0.15287500619888306
2560,0.21706250309944153
2640,0.20212499797344208
2720,0.24199999868869781
2800,0.304749995470047
2880,0.22300000488758087
2960,0.27806249260902405
3040,0.2852500081062317
3120,0.34456250071525574
3200,0.3334999978542328
3280,0.35899999737739563
3360,0.31837499141693115
3440,0.3005000054836273
3520,0.3187499940395355
3600,0.30399999022483826
3680,0.2723124921321869
3760,0.32600000500679016
3840,0.2225625067949295
3920,0.2682499885559082
4000,0.1939374953508377
4080,0.19374999403953552
4160,0.29368749260902405
4240,0.05387499928474426
4320,0.2121250033378601
4400,0.24699999392032623
4480,0.17468750476837158
4560,0.24975000321865082
4640,0.22325000166893005
4720,0.23806250095367432
4800,0.24187499284744263
4880,0.2436250001192093
4960,0.2279375046491623
5040,0.3017500042915344
5120,0.23624999821186066
5200,0.29774999618530273
5280,0.24150000512599945
5360,0.2796249985694885
5440,0.2933749854564667
5520,0.2927500009536743
5600,0.17212499678134918
5680,0.2761250138282776
5760,0.2867499887943268
5840,0.26606249809265137
5920,0.24287499487400055
6000,0.19474999606609344
6080,0.14787499606609344
6160,0.12475000321865082
6240,0.26387500762939453
6320,0.19212499260902405
6400,0.23143750429153442
6480,0.24537500739097595
6560,0.26237499713897705
6640,0.18318749964237213
6720,0.320374995470047
6800,0.29131248593330383
6880,0.2240625023841858
6960,0.3031249940395355
7040,0.2619999945163727
7120,0.3108749985694885
7200,0.19550000131130219
7280,0.31075000762939453
7360,0.265749990940094
7440,0.29612499475479126
7520,0.23981249332427979
7600,0.2241249978542328
7680,0.25
7760,0.30924999713897705
7840,0.29374998807907104
7920,0.2685000002384186
8000,0.2643750011920929
8080,0.22837500274181366
8160,0.28999999165534973
8240,0.33906251192092896
8320,0.25049999356269836
8400,0.32868748903274536
8480,0.4012500047683716
8560,0.328187495470047
8640,0.2827500104904175
8720,0.40799999237060547
8800,0.33912500739097595
8880,0.32499998807907104
8960,0.30924999713897705
9040,0.38187500834465027
9120,0.3190000057220459
9200,0.3306249976158142
9280,0.2956250011920929
9360,0.39899998903274536
9440,0.40562498569488525
9520,0.3622500002384186
9600,0.37287500500679016
9680,0.41212499141693115
9760,0.3174999952316284
9840,0.3707500100135803
9920,0.33912500739097595
10000,0.296750009059906
10080,0.40662500262260437
10160,0.34412500262260437
10240,0.3555000126361847
10320,0.38493749499320984
10400,0.4241875112056732
10480,0.3903749883174896
10560,0.3695000112056732
10640,0.3878749907016754
10720,0.414249986410141
10800,0.43299999833106995
10880,0.33524999022483826
10960,0.38499999046325684
11040,0.4032500088214874
11120,0.35762500762939453
11200,0.4284999966621399
11280,0.44225001335144043
11360,0.445499986410141
11440,0.33649998903274536
11520,0.4009999930858612
11600,0.37575000524520874
11680,0.4151250123977661
11760,0.3798750042915344
11840,0.4507499933242798
11920,0.43137499690055847
12000,0.36537501215934753
12080,0.4326249957084656
12160,0.37712499499320984
12240,0.4231249988079071
12320,0.39524999260902405
12400,0.3957499861717224
12480,0.4675000011920929
12560,0.44187501072883606
12640,0.44999998807907104
12720,0.40662500262260437
12800,0.4699999988079071
12880,0.4347499907016754
12960,0.49281251430511475
13040,0.4555000066757202
13120,0.4152500033378601
13200,0.46650001406669617
13280,0.4440000057220459
13360,0.4399999976158142
13440,0.5421249866485596
13520,0.49274998903274536
13600,0.45500001311302185
13680,0.44462499022483826
13760,0.42787501215934753
13840,0.5464375019073486
13920,0.5059999823570251
14000,0.41087499260902405
14080,0.49962499737739563
14160,0.4543749988079071
14240,0.46187499165534973
14320,0.5145000219345093
14400,0.437624990940094
14480,0.4482499957084656
14560,0.41718751192092896
14640,0.46549999713897705
14720,0.4418124854564667
14800,0.43537500500679016
14880,0.45906248688697815
14960,0.4568749964237213
15040,0.4891875088214874
15120,0.5065000057220459
15200,0.4830000102519989
15280,0.4777500033378601
15360,0.4894374907016754
15440,0.5254999995231628
15520,0.48912501335144043
15600,0.5272499918937683
15680,0.437375009059906
15760,0.39512500166893005
15840,0.5558750033378601
15920,0.4556249976158142
16000,0.44212499260902405
16080,0.5037500262260437
16160,0.5242499709129333
16240,0.4593124985694885
16320,0.46287500858306885
16400,0.5044999718666077
16480,0.5851250290870667
16560,0.5407500267028809
16640,0.48500001430511475
16720,0.5301874876022339
16800,0.4622499942779541
16880,0.4946250021457672
16960,0.5423750281333923
17040,0.5151249766349792
17120,0.49149999022483826
17200,0.40149998664855957
17280,0.5280625224113464
17360,0.44737499952316284
17440,0.4794999957084656
17520,0.49799999594688416
17600,0.4480000138282776
17680,0.40831249952316284
17760,0.5177500247955322
17840,0.4933750033378601
17920,0.559499979019165
18000,0.4309999942779541
18080,0.4556249976158142
18160,0.5058749914169312
18240,0.574874997138977
18320,0.5268750190734863
18400,0.49037501215934753
18480,0.453125
18560,0.4723750054836273
18640,0.4934999942779541
18720,0.5149999856948853
18800,0.5616250038146973
18880,0.49674999713897705
18960,0.5131250023841858
19040,0.44325000047683716
19120,0.4858750104904175
19200,0.4598749876022339
19280,0.4802500009536743
19360,0.46187499165534973
19440,0.4336250126361847
19520,0.4622499942779541
19600,0.4729999899864197
19680,0.4337500035762787
19760,0.45656248927116394
19840,0.5243750214576721
19920,0.4326874911785126
20000,0.5458750128746033
