episode,reward
20,0.20374999940395355
72,-0.004999999888241291
96,0.48500001430511475
160,0.48875001072883606
168,0.4000000059604645
180,0.49000000953674316
188,0.6762499809265137
212,0.6862499713897705
224,0.5
284,0.7649999856948853
296,0.5512499809265137
316,0.3050000071525574
348,0.5262500047683716
376,0.6762499809265137
408,0.48374998569488525
420,0.7137500047683716
424,0.6112499833106995
452,0.5149999856948853
504,0.3675000071525574
556,0.2750000059604645
600,0.32124999165534973
620,0.5299999713897705
632,0.4925000071525574
668,0.5899999737739563
672,0.4362500011920929
712,0.4112499952316284
732,0.4337500035762787
740,0.5237500071525574
744,0.4937500059604645
760,0.5856249928474426
792,0.5912500023841858
824,0.5556250214576721
828,0.6656249761581421
848,0.4637500047683716
892,0.8337500095367432
916,0.4762499928474426
936,0.606249988079071
948,0.5787500143051147
996,0.4437499940395355
1020,0.5062500238418579
1040,0.5737500190734863
1068,0.762499988079071
1084,0.6524999737739563
1092,0.6912500262260437
1168,0.6143749952316284
1188,0.5274999737739563
1192,0.45500001311302185
1212,0.3387500047683716
1232,0.5087500214576721
1240,0.42750000953674316
1272,0.3774999976158142
1276,0.35749998688697815
1304,0.4362500011920929
1320,0.6537500023841858
1356,0.4662500023841858
1388,0.5137500166893005
1452,0.26625001430511475
1468,0.5493749976158142
1492,0.5224999785423279
1508,0.5662500262260437
1516,0.7975000143051147
1684,0.6675000190734863
1688,0.6412500143051147
1696,0.45875000953674316
1720,0.39500001072883606
1756,0.6449999809265137
1764,0.41312500834465027
1768,0.6731250286102295
1780,0.5799999833106995
1804,0.3487499952316284
1840,0.5625
1852,0.4625000059604645
1856,0.09624999761581421
1896,0.29875001311302185
1964,0.5375000238418579
1972,0.7212499976158142
2028,0.42625001072883606
2048,0.5849999785423279
2056,0.4937500059604645
2068,0.5274999737739563
2100,0.5862500071525574
2124,0.5975000262260437
2132,0.503125011920929
2144,0.5837500095367432
2168,0.46875
2188,0.47874999046325684
2228,0.5081250071525574
2252,0.35499998927116394
2276,0.42875000834465027
2292,0.4749999940395355
2316,0.5712500214576721
2324,0.5112500190734863
2328,0.39125001430511475
2336,0.49125000834465027
2344,0.484375
2348,0.4612500071525574
2368,0.6600000262260437
2372,0.4087499976158142
2408,0.39375001192092896
2432,0.40625
2440,0.6549999713897705
2460,0.5575000047683716
2480,0.731249988079071
2488,0.36250001192092896
2536,0.8125
2564,0.3387500047683716
2568,0.39500001072883606
2576,0.4143750071525574
2584,0.44874998927116394
2588,0.6837499737739563
2596,0.4925000071525574
2644,0.4856249988079071
2656,0.6156250238418579
2672,0.27812498807907104
2684,0.643750011920929
2696,0.4337500035762787
2712,0.42375001311302185
2716,0.6387500166893005
2732,0.5287500023841858
2752,0.49000000953674316
2796,0.6362500190734863
2812,0.47874999046325684
2824,0.19750000536441803
2856,0.5099999904632568
2872,0.4962500035762787
2884,0.48374998569488525
2888,0.7887499928474426
2892,0.609375
2920,0.6231250166893005
2944,0.3799999952316284
2952,0.3462499976158142
2956,0.32624998688697815
2972,0.40625
2988,0.6362500190734863
3004,0.5037500262260437
3008,0.6349999904632568
3024,0.6575000286102295
3060,0.5331249833106995
3076,0.6137499809265137
3080,0.5912500023841858
3084,0.5562499761581421
3092,0.5462499856948853
3096,0.5950000286102295
3120,0.5525000095367432
3136,0.4012500047683716
3140,0.5249999761581421
3148,0.45124998688697815
3156,0.5137500166893005
3168,0.39375001192092896
3172,0.65625
3176,0.38749998807907104
3180,0.6893749833106995
3192,0.3668749928474426
3208,0.3725000023841858
3228,0.5325000286102295
3232,0.7275000214576721
3236,0.6324999928474426
3260,0.518750011920929
3328,0.4350000023841858
3344,0.3412500023841858
3352,0.42375001311302185
3372,0.5962499976158142
3468,0.6299999952316284
3476,0.4712499976158142
3496,0.38874998688697815
3504,0.5831249952316284
3520,0.38874998688697815
3528,0.3400000035762787
3560,0.5412499904632568
3584,0.45625001192092896
3600,0.5637500286102295
3628,0.1262499988079071
3636,0.5724999904632568
3660,0.5224999785423279
3668,0.44874998927116394
3680,0.7806249856948853
3692,0.6162499785423279
3724,0.4987500011920929
3728,0.5112500190734863
