episode,reward
100,0.32600000500679016
200,0.20724999904632568
300,0.22587500512599945
400,0.2032500058412552
500,0.3957499861717224
600,0.2932499945163727
700,0.390749990940094
800,0.32762500643730164
900,0.4126250147819519
1000,0.40724998712539673
1100,0.36887499690055847
1200,0.3816249966621399
1300,0.5862500071525574
1400,0.44075000286102295
1500,0.4814999997615814
1600,0.414000004529953
1700,0.4426249861717224
1800,0.484499990940094
1900,0.5976250171661377
2000,0.5389999747276306
2100,0.48225000500679016
2200,0.4963749945163727
2300,0.49274998903274536
2400,0.5177500247955322
2500,0.46412500739097595
2600,0.5090000033378601
2700,0.6188750267028809
2800,0.5767499804496765
2900,0.6060000061988831
3000,0.4284999966621399
3100,0.5086249709129333
3200,0.5876250267028809
3300,0.6241250038146973
3400,0.4857499897480011
3500,0.4625000059604645
3600,0.590624988079071
3700,0.5724999904632568
3800,0.4963749945163727
3900,0.5597500205039978
4000,0.5885000228881836
4100,0.6206250190734863
4200,0.5327500104904175
4300,0.4832499921321869
4400,0.5164999961853027
4500,0.5232499837875366
4600,0.5392500162124634
4700,0.6908749938011169
4800,0.5659999847412109
4900,0.5995000004768372
5000,0.5962499976158142
5100,0.6452500224113464
5200,0.6661249995231628
5300,0.5644999742507935
5400,0.6887500286102295
5500,0.5849999785423279
5600,0.6026250123977661
5700,0.5697500109672546
5800,0.512499988079071
5900,0.4934999942779541
6000,0.5033749938011169
6100,0.5346249938011169
6200,0.612500011920929
6300,0.684249997138977
6400,0.6103749871253967
6500,0.6391249895095825
6600,0.6054999828338623
6700,0.5381249785423279
6800,0.5618749856948853
6900,0.4724999964237213
7000,0.5274999737739563
7100,0.5991250276565552
7200,0.5245000123977661
7300,0.4932500123977661
7400,0.5952500104904175
7500,0.45487499237060547
7600,0.5235000252723694
7700,0.527999997138977
7800,0.5803750157356262
7900,0.5034999847412109
8000,0.42662501335144043
8100,0.5601249933242798
8200,0.578125
8300,0.6554999947547913
8400,0.6065000295639038
8500,0.5195000171661377
8600,0.734250009059906
8700,0.5917500257492065
8800,0.5454999804496765
8900,0.5962499976158142
9000,0.4950000047683716
9100,0.5511249899864197
9200,0.624875009059906
9300,0.6851249933242798
9400,0.5996249914169312
9500,0.5303750038146973
9600,0.5690000057220459
9700,0.5846250057220459
9800,0.5267500281333923
9900,0.45087501406669617
10000,0.6176249980926514
10100,0.5015000104904175
10200,0.5963749885559082
10300,0.6316249966621399
10400,0.5603749752044678
10500,0.4637500047683716
10600,0.6292499899864197
10700,0.531125009059906
10800,0.6082500219345093
10900,0.5625
11000,0.6198750138282776
11100,0.4846250116825104
11200,0.6276249885559082
11300,0.6393749713897705
11400,0.6380000114440918
11500,0.5213750004768372
11600,0.518625020980835
11700,0.5541250109672546
11800,0.6048750281333923
11900,0.4806250035762787
12000,0.559499979019165
12100,0.512624979019165
12200,0.5327500104904175
12300,0.4805000126361847
12400,0.46412500739097595
12500,0.5509999990463257
12600,0.5238749980926514
12700,0.48387500643730164
12800,0.5431249737739563
12900,0.6031249761581421
13000,0.6027500033378601
13100,0.4307500123977661
13200,0.5646250247955322
13300,0.612375020980835
13400,0.6082500219345093
13500,0.4723750054836273
13600,0.5532500147819519
13700,0.5404999852180481
13800,0.4808749854564667
13900,0.5422499775886536
14000,0.5669999718666077
14100,0.45350000262260437
14200,0.5487499833106995
14300,0.5788750052452087
14400,0.5828750133514404
14500,0.5071250200271606
14600,0.5256249904632568
14700,0.597000002861023
14800,0.5197499990463257
14900,0.38462498784065247
15000,0.4925000071525574
15100,0.5427500009536743
15200,0.6623749732971191
15300,0.44999998807907104
15400,0.5492500066757202
15500,0.4573749899864197
15600,0.4557499885559082
15700,0.5413749814033508
15800,0.606124997138977
15900,0.4424999952316284
16000,0.4729999899864197
16100,0.5792499780654907
16200,0.5554999709129333
16300,0.6712499856948853
16400,0.4657500088214874
16500,0.4449999928474426
16600,0.4516249895095825
16700,0.5441250205039978
16800,0.46000000834465027
16900,0.5451250076293945
17000,0.5609999895095825
17100,0.5752500295639038
17200,0.5006250143051147
17300,0.5106250047683716
17400,0.5426250100135803
17500,0.5383750200271606
17600,0.5816249847412109
17700,0.5849999785423279
17800,0.5483750104904175
17900,0.5348749756813049
18000,0.5921249985694885
18100,0.577875018119812
18200,0.6021249890327454
18300,0.5583750009536743
18400,0.5996249914169312
18500,0.40400001406669617
18600,0.5565000176429749
18700,0.4325000047683716
18800,0.6188750267028809
18900,0.49549999833106995
19000,0.5953750014305115
19100,0.546999990940094
19200,0.5217499732971191
19300,0.5678750276565552
19400,0.5346249938011169
19500,0.6552500128746033
19600,0.6116250157356262
19700,0.4894999861717224
19800,0.6511250138282776
19900,0.5997499823570251
